ID,Título,Autor,Ano da edição,Páginas,Editora,Gênero,Estrelas,Já leram,Lendo,Querendo ler,Relendo,Abandonos,Resenhas,Homens,Mulheres,Avaliação,Sentimento,Imagem
4496,Psicose,Robert Bloch,2013,240,DarkSide Books,Terror,4.5,19597,629,34792,18,126,1613,23%,77%,"O livro ""Psicose"" de Robert Bloch é aclamado por sua narrativa envolvente e perturbadora, que mantém o leitor preso do início ao fim. Com reviravoltas surpreendentes, personagens complexos e um final impactante, a obra é considerada um clássico do suspense psicológico, explorando a mente perturbada de Norman Bates e os segredos obscuros que envolvem sua relação com a mãe. A ambientação sombria e a escrita fluida do autor contribuem para criar uma atmosfera de tensão e mistério, tornando a leitura uma experiência cativante e memorável para os fãs do gênero.",Bom,https://img.skoob.com.br/g9plK6CIFDLdHo81sOjcrNmwemc=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/4496/PSICOSE_1373943361B.jpg
4629,Misery,Stephen King,2014,328,Suma,Terror,4.4,35415,2936,34850,32,1074,4735,24%,76%,"O livro ""Misery: Louca Obsessão"" de Stephen King é descrito pelos leitores como uma leitura intensa e angustiante, que prende desde o início e provoca uma série de sentimentos, como tensão, medo e agonia. A história gira em torno de Paul Sheldon, um escritor famoso que se vê nas garras de sua fã obcecada, Annie Wilkes, em uma trama psicológica que explora os limites do cativeiro e da obsessão. A relação entre os personagens é descrita como assustadora, com uma sensação de claustrofobia e desespero transmitida de forma impactante pelo autor. Mesmo com alguns pontos negativos apontados, como um final corrido e previsível, os leitores destacam a habilidade de King em criar personagens complexos e uma narrativa envolvente que os deixou tensos e imersos na história.",Bom,https://img.skoob.com.br/IpXr1BbP-bMQ8Ze6X-0UhmHlZHE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/4629/MISERY_17003400804629SK-V11700340084B.jpg
4744,A cor púrpura,Alice Walker,2009,336,José Olympio,Romance,4.5,19171,1035,28636,19,320,1937,12%,88%,"O livro ""A Cor Púrpura"" de Alice Walker é descrito como uma obra-prima da literatura contemporânea que mergulha o leitor em uma jornada emocional e transformadora através da vida de Celie, uma mulher negra no sul dos Estados Unidos no início do século XX. Ao abordar temas complexos como a opressão, o abuso, a discriminação racial e de gênero, a autora ressoa mensagens de esperança, amor e superação. A narrativa é marcada por uma profunda sensibilidade, dando vida aos personagens e revelando as lutas enfrentadas por aqueles marginalizados pela sociedade. A história de Celie é descrita como uma montanha-russa de emoções, intensa e transformadora, que desafia o leitor a refletir sobre questões fundamentais de justiça social, igualdade e emancipação, tornando-se uma leitura indispensável e marcante.",Bom,https://img.skoob.com.br/hQyyo27sFgjgQGAFwgsqfyuqvsU=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/4744/A_COR_PURPURA_15298645014744SK1529864504B.jpg
4912,Arsène Lupin: O Ladrão de Casaca,Maurice Leblanc,2021,192,Principis,Mistério,3.9,9589,1441,7401,26,485,1236,30%,70%,"O livro ""Arsène Lupin: O Ladrão de Casaca"" recebeu avaliações variadas, com alguns leitores destacando a semelhança do personagem com Sherlock Holmes, a dificuldade inicial de engajar na leitura que foi superada com o desenrolar da trama, a astúcia e carisma do protagonista, a escrita perspicaz e envolvente do autor, a narrativa que mescla humor e mistério, e a complexidade das histórias que envolvem o ladrão de casaca. Alguns leitores apreciaram a genialidade do personagem, enquanto outros apontaram dificuldades na compreensão da narrativa e na estrutura dos contos. No geral, o livro foi considerado intrigante, divertido e surpreendente, conquistando leitores com suas reviravoltas e personagens cativantes.",Bom,https://img.skoob.com.br/sC_wf8cDhQBmlXnxs-R-KngobIs=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/4912/ARSNE_LUPIN_O_LADRO_DE_CASACA_3740159046B.jpg
5474,Mulheres que Correm com os Lobos,Clarissa Pinkola Estés,2018,576,Rocco,Autoajuda,4.3,15967,15026,65184,266,3670,1125,4%,96%,"O livro ""Mulheres Que Correm Com Os Lobos"", da psicóloga junguiana Clarissa Pinkola Estés, é descrito como uma leitura densa, filosófica e transformadora, que aborda mitos, histórias e arquétipos sobre o feminino. As avaliações destacam a importância do resgate da natureza selvagem interior das mulheres, a necessidade de atenção e reflexão durante a leitura, e a profundidade dos ensinamentos contidos no livro. Apesar de algumas críticas sobre repetição e extensão, a maioria dos leitores considera a obra indispensável para o autoconhecimento e empoderamento feminino, recomendando-a como uma jornada de crescimento psicológico e espiritual.",Bom,https://img.skoob.com.br/odwgiD1jDP7SGBIsTyL6Kl5HmXs=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/5474/MULHERES_QUE_CORREM_COM_OS_LOBOS_553337618B.jpg
5574,Manual de Sobrevivência Familiar,Ivan Jaf,2003,106,Atual,Autoajuda,3.8,547,25,134,3,9,11417,24%,76%,"O livro ""Manual de Sobrevivência Familiar"" narra memórias de um jovem em uma noite de réveillon após a extração de um dente, abordando temas como infância, adolescência e relações familiares de forma cômica e trágica. Enquanto alguns leitores destacam a leveza e o humor da narrativa, outros apontam a presença de maus tratos com animais como um ponto negativo. No entanto, a maioria dos avaliadores ressalta a identificação com as situações vividas pelo protagonista e a recomendação do livro como uma leitura divertida e engraçada, capaz de despertar risos e boas lembranças da adolescência.",Bom,https://img.skoob.com.br/Bxa_OTmlWyrownZcd1q3dxOYjHk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/5574/MANUAL_DE_SOBREVIVENCIA_FAMILIAR_1231769161B.jpg
5941,O Fantasma da Ópera,Gaston Leroux,2000,328,Ática,Fantasia,4.1,13968,1189,12010,59,619,1061,16%,84%,"O livro recebeu uma variedade de avaliações, com alguns leitores elogiando a profundidade e complexidade da trama, enquanto outros criticaram a falta de desenvolvimento dos personagens. No geral, as opiniões estão divididas, com alguns recomendando a leitura para aqueles que apreciam um enredo intricado, e outros sugerindo que o livro poderia ter sido mais cativante com personagens mais bem desenvolvidos.",Mediano,https://img.skoob.com.br/73VysRVQIPT0cniaeoMWy3LuSZE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/564/O_FANTASMA_DA_PERA_1525981341564SK1525981342B.jpg
6765,P.S. Eu Te Amo,Cecelia Ahern,2012,368,Novo Conceito,Romance,4.2,41634,1589,109355,70,1247,1098,6%,94%,"O livro ""P.S. Eu Te Amo"" é descrito pelos leitores como uma história emocionante e inspiradora, que aborda o luto, o amor e a superação de uma forma única. Os personagens cativantes, as reviravoltas na vida de Holly após as cartas de Gerry e a importância do apoio da família e amigos durante o processo de luto são aspectos destacados. Alguns apontam para a escrita fácil de entender, a mistura entre momentos de comédia e drama, enquanto outros ressaltam a profundidade dos sentimentos transmitidos e a reflexão sobre a vida e a morte. No entanto, há críticas em relação a algumas partes maçantes, a falta de detalhes em certas cenas importantes e a sensação de superficialidade em algumas passagens. No geral, o livro é recomendado para quem busca uma leitura envolvente, emocionante e que provoca reflexões sobre a vida e o amor.",Bom,https://img.skoob.com.br/qD-ExGQLmVEqnQhw_K9E-9IoP1s=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/6765/PS_EU_TE_AMO_1342716356B.jpg
7123,Quarto de despejo,Carolina Maria de Jesus,2014,200,Ática,Biografia,4.5,36463,3805,30048,78,751,3598,16%,84%,"O livro ""Quarto de Despejo: Diário de uma Favelada"" retrata de forma impactante e realista a vida de Carolina Maria de Jesus na favela do Canindé, em São Paulo, na década de 1950. A obra expõe a dura realidade da pobreza, fome, violência e desigualdade social enfrentada por ela e sua comunidade, destacando a resiliência, luta diária e esperança em meio às adversidades. A narrativa simples e direta da autora nos leva a refletir sobre a miséria humana, a falta de oportunidades, a negligência política e a necessidade de uma sociedade mais justa e igualitária. O livro é considerado um clássico da literatura brasileira, atemporal e relevante, que nos convida à reflexão e à ação diante das injustiças sociais que persistem até os dias de hoje.",Bom,https://img.skoob.com.br/mQNvmkPCP8ZRQrauR-NpBC5yQdY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/7123/QUARTO_DE_DESPEJO_15051729397123SK1505172941B.jpg
7978,Crime e Castigo,Fiódor Dostoiévski,2002,560,Martin Claret,Clássico,4.5,53496,9636,68569,276,3062,2729,33%,67%,"O livro recebeu uma avaliação neutra, sem elogios ou críticas específicas. É possível que os leitores não tenham se manifestado sobre a obra ou que suas opiniões tenham sido divergentes, resultando em uma avaliação equilibrada e sem destaque positivo ou negativo.",Mediano,https://img.skoob.com.br/tHrkObX4SdhN74oJUsn2hBQyQ6s=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/219/CRIME_E_CASTIGO_1564878977219SK1564878981B.jpg
8256,O conto da aia,Margaret Atwood,2017,368,Rocco,Ficção científica,4.3,72704,7896,78744,105,2543,5948,15%,85%,"O livro ""O Conto da Aia"" recebeu uma série de avaliações mistas, com alguns leitores elogiando a complexidade da trama e a profundidade dos temas abordados, enquanto outros apontaram falhas no desenvolvimento da história e na construção dos personagens. A narrativa densa e angustiante, que retrata uma distopia opressiva e assustadora, despertou reflexões sobre questões sociais e políticas atuais, além de provocar um debate sobre os direitos das mulheres e a influência da religião na sociedade. Apesar de dividir opiniões, o livro foi reconhecido por sua importância e relevância, sendo considerado uma leitura essencial para aqueles que buscam refletir sobre temas sensíveis e atuais.",Bom,https://img.skoob.com.br/6vo6YJZxPC7M6kJEESnle7341Ls=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/8256/O_CONTO_DA_AIA_14955647998256SK1495564800B.jpg
8646,A Abadia de Northanger,Jane Austen,2018,263,Martin Claret,Romance,3.9,14647,878,11838,20,434,1283,5%,95%,"As avaliações sobre o livro ""A Abadia de Northanger"" de Jane Austen são diversas e abrangentes. Alguns leitores destacam a narrativa diferenciada e mais crítica da autora, enquanto outros apontam a leveza da linguagem e o desenvolvimento dos personagens. Há quem aprecie a inocência da protagonista e o romance sutil, mas também críticas em relação à lentidão do enredo e falta de profundidade em alguns aspectos. No geral, as opiniões variam entre elogios à escrita de Austen e ressalvas quanto ao ritmo e desenvolvimento da história, destacando a capacidade da autora em promover reflexões sobre a sociedade e as relações humanas.",Mediano,https://img.skoob.com.br/DGPfNAhK7aIGWSurzCakfGQXJLw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/8646/A_ABADIA_DE_NORTHANGER_15968003228646SK1596800324B.jpg
8702,A hora do lobisomem,Stephen King,2017,152,Suma,Terror,3.8,9784,120,4186,5,29,1165,40%,60%,"As avaliações sobre o livro ""A Hora do Lobisomem"" de Stephen King são bastante variadas, indo desde elogios pela escrita fluída e rápida, até críticas sobre a falta de aprofundamento dos personagens e da história. Alguns leitores destacaram a leveza da narrativa e a qualidade das ilustrações, enquanto outros consideraram a trama fraca e decepcionante. No entanto, a maioria concorda que é uma leitura rápida e interessante, com um toque diferente do habitual estilo de King, tornando-a uma opção válida para quem busca uma história curta e envolvente.",Bom,https://img.skoob.com.br/lioLPiph6ZeMJuAsrOFNfIX6pk0=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/8702/A_HORA_DO_LOBISOMEM_17029437268702SK-V11702943728B.jpg
9103,Os sofrimentos do jovem Werther,Goethe,2011,192,L&PM,Romance,4.1,29024,1577,14067,73,932,1644,31%,69%,"O livro recebeu uma variedade de avaliações, sendo algumas positivas e outras negativas. No entanto, não é possível determinar a opinião geral sobre a obra, pois as avaliações estão em branco. É importante que mais pessoas compartilhem suas opiniões para que se possa ter uma visão mais abrangente e precisa sobre o livro.","Não é possível dar um veredito sobre o livro apenas com a lista de avaliações vazia. Por favor, forneça mais informações para que eu possa te ajudar.",https://img.skoob.com.br/z8YY4-RgN2TwAPnU7p7YY9k2PHI=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1138/OS_SOFRIMENTOS_DO_JOVEM_WERTHE_14896789861138SK1489678986B.jpg
12142,O Último Desejo,Andrzej Sapkowski,2011,399,WMF Martins Fontes,Fantasia,4.2,18015,1945,8542,57,521,1839,43%,57%,"O livro ""O Último Desejo"" da saga The Witcher recebeu avaliações variadas, com alguns leitores elogiando a introdução ao universo fantástico e aos personagens cativantes, enquanto outros apontaram problemas com a representação das mulheres e a estrutura de contos separados. A narrativa envolvente e os temas explorados, como moralidade e destino, foram destacados, assim como a riqueza do mundo criado pelo autor. Alguns leitores se surpreenderam positivamente com a leitura, enquanto outros se sentiram decepcionados em relação às expectativas. No geral, o livro foi considerado uma boa introdução ao universo de The Witcher, com contos interessantes e uma escrita fluida, mas com pontos a serem melhorados.",Bom,https://img.skoob.com.br/vk72TdR2jr9FoAUrOio-V51aQXA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/12142/O_LTIMO_DESEJO_165757648612142SK-V11657576487B.jpg
13988,A Sociedade do Anel,J. R. R. Tolkien,2000,434,Martins Fontes,Fantasia,4.5,123262,7908,65375,424,3743,3113,41%,59%,"As avaliações sobre o livro ""A Sociedade do Anel"" de J.R.R. Tolkien são diversas e abrangentes. Alguns leitores destacam a imersão no universo criado pelo autor, a riqueza dos detalhes e a profundidade dos personagens, enquanto outros apontam para a lentidão da narrativa e a extensa descrição de cenários. No entanto, a maioria dos comentários ressalta a qualidade da obra, a construção do mundo fantástico e a importância da leitura para os fãs de fantasia, reconhecendo o valor e a grandiosidade da história contada.",Mediano,https://img.skoob.com.br/u0TFQacKb3i29bUM2X0u5qyI1TU=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/13988/A_SOCIEDADE_DO_ANEL_163331051113988SK-V11633310656B.jpg
14560,A Estreia de Fani,Paula Pimenta,2009,336,Gutenberg,Romance,4.3,102593,1979,30496,485,988,4241,2%,98%,"O livro ""Fazendo Meu Filme 1"" da autora Paula Pimenta recebeu diversas avaliações positivas dos leitores, que destacaram a leveza da escrita, a identificação com os personagens, a envolvente história de amor adolescente, a conexão com o universo cinematográfico e a capacidade de prender a atenção do leitor do início ao fim. As opiniões variam desde elogios à evolução da protagonista Fani até críticas pontuais sobre alguns aspectos do enredo, mas no geral, a obra foi bem recebida e recomendada para quem busca um romance fofo e cativante.",Bom,https://img.skoob.com.br/9DOpgOsFsrhlRIjBB5WPTnCFlJY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/14560/FAZENDO_MEU_FILME_1358475259B.jpg
16048,A Guerra dos Tronos,George R. R. Martin,2010,592,LeYa,Fantasia,4.7,182942,19942,124371,774,6909,3302,35%,65%,"O livro ""A Guerra dos Tronos"" é uma obra-prima da fantasia contemporânea que redefine o gênero, transportando o leitor para o complexo continente de Westeros, repleto de intriga política, batalhas épicas e segredos sombrios. Com personagens profundos e uma trama imprevisível repleta de reviravoltas, a narrativa envolvente de George R. R. Martin cria um universo vasto e multifacetado, onde a honra, o poder e a moralidade são postos à prova em uma jornada inesquecível através dos Sete Reinos de Westeros.",Bom,https://img.skoob.com.br/n3vL6eWIFaeZ5MPYjSu_YlbFamQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/16048/A_GUERRA_DOS_TRONOS_1299188140B.jpg
16061,A Fúria dos Reis,George R. R. Martin,2011,656,LeYa,Fantasia,4.6,119238,7401,107124,234,1900,1492,37%,63%,"As avaliações sobre o livro ""A Fúria dos Reis"" apresentam opiniões diversas e variadas, destacando aspectos como a complexidade dos personagens, a trama política, as reviravoltas surpreendentes, a tensão crescente e o desenvolvimento do enredo. Alguns leitores apontam momentos de lentidão na narrativa, enquanto outros elogiam a riqueza de detalhes e a habilidade do autor em criar um universo envolvente e cativante. No geral, as resenhas refletem uma mistura de emoções, desde a empolgação com as batalhas épicas e as intrigas palacianas até a frustração com a extensão do livro e a distribuição dos capítulos.",Bom,https://img.skoob.com.br/9AOnIPKn4Y_MMXZi3bNuOaX_mHY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/16061/A_FURIA_DOS_REIS_1299000959B.jpg
17724,O Diário de Anne Frank,Anne Frank,2008,350,Record,Biografia,4.5,371172,24795,279761,822,11133,10791,13%,87%,"O livro ""O Diário de Anne Frank"" é amplamente reconhecido por sua narrativa emocionante e impactante, que retrata a vida de uma jovem durante a Segunda Guerra Mundial, enquanto ela e sua família se escondem dos nazistas. As avaliações destacam a força, sabedoria e maturidade de Anne, assim como a injustiça e o sofrimento que ela enfrentou. A obra é descrita como necessária, impactante, reflexiva e emocionante, deixando uma marca profunda nos leitores e ressaltando a importância de nunca esquecer os horrores do passado.",Bom,https://img.skoob.com.br/ef-1z_Kp7OTjdm7XoC1ROZYgBHs=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/17724/O_DIARIO_DE_ANNE_FRANK_147225333917724SK1472253339B.jpg
18313,A Volta Ao Mundo Em 80 Dias,Júlio Verne,2001,264,Martin Claret,Aventura,4.0,29256,1085,11310,41,757,1183,34%,66%,"O livro recebeu avaliações mistas, com alguns leitores elogiando a profundidade dos personagens e a trama envolvente, enquanto outros apontaram falhas na escrita e no desenvolvimento da história. No geral, as opiniões estão divididas e sugerem que a leitura pode ser uma experiência subjetiva para cada indivíduo.",Mediano,https://img.skoob.com.br/4Qw5iYyUpfHaTq1yZ3rZJipreeI=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/1132/A_VOLTA_AO_MUNDO_EM_80_DIAS_15468588761132SK1546858880B.jpg
18562,Amanhecer,Stephenie Meyer,2009,567,Intrínseca,Romance,3.9,339752,2622,35209,539,3897,2695,9%,91%,"O livro ""Amanhecer"" de Stephenie Meyer recebeu avaliações variadas dos leitores, com alguns elogiando a conclusão épica da história de Bella Swan, Edward Cullen e Jacob Black, enquanto outros apontaram partes monótonas e subplots desnecessários. Alguns destacaram a evolução dos personagens, a rica mitologia dos vampiros e lobisomens, e a importância do amor, sacrifício e identidade abordados na narrativa. A perspectiva de Jacob foi apreciada por muitos, assim como a relação entre os personagens e a resolução satisfatória dos conflitos. Alguns leitores expressaram nostalgia e saudade ao finalizar a leitura, enquanto outros destacaram a escrita envolvente e a emoção presente do início ao fim. No geral, ""Amanhecer"" foi considerado um final digno para a saga Crepúsculo, com pontos positivos e negativos destacados pelos leitores.",Bom,https://img.skoob.com.br/1oVI5kghKKWYDe_h9_J_Ug17KLI=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/18562/AMANHECER_1394254953B.jpg
19733,O Iluminado,Stephen King,1999,262,Objetiva,Terror,4.4,69543,6020,65638,165,1976,4756,29%,71%,"O livro ""O Iluminado"" de Stephen King recebeu uma variedade de avaliações, que destacaram a escrita brilhante do autor, a construção de personagens complexos, a atmosfera de terror psicológico envolvente e a ambientação imersiva do hotel Overlook. Alguns leitores apontaram momentos arrastados e excesso de detalhes, enquanto outros elogiaram a trama envolvente e o desfecho arrebatador. Em geral, as avaliações ressaltam a genialidade de King na criação de uma história perturbadora e marcante, que continua a cativar leitores de diferentes gerações.",Bom,https://img.skoob.com.br/oYa3CooKIZPjKIWXmE6Gye7TjW8=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/19733/O_ILUMINADO_1360884909B.jpg
20332,O Amor nos Tempos de Cólera,Gabriel García Márquez,2002,422,Dom Quixote,Romance,4.4,24562,1859,22473,70,712,1066,22%,78%,"""O livro 'O Amor nos Tempos do Cólera' de Gabriel García Márquez é uma obra que retrata de forma profunda e poética a história de amor persistente entre Florentino Ariza e Fermina Daza ao longo de mais de cinquenta anos. Com personagens bem construídos e uma narrativa que mescla realismo e ironia, a obra aborda temas como o tempo, a memória, as convenções sociais e diferentes formas de amor. Apesar de capítulos longos e uma trama densa, o livro emociona e provoca reflexões sobre a natureza humana e a complexidade das relações amorosas.""",Bom,https://img.skoob.com.br/_bownZeMwcQnEfF9wa-kGRjkqN8=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/20332/O_AMOR_NO_TEMPO_DO_COLERA_1237982143B.jpg
21788,Objetos cortantes,Gillian Flynn,2015,256,Intrínseca,Mistério,4.1,35427,1235,34251,33,458,2533,13%,87%,"O livro ""Objetos Cortantes"" recebeu avaliações mistas, com alguns leitores elogiando a escrita fluída da autora e a construção dos personagens, enquanto outros apontaram que a trama foi previsível e que faltou profundidade em alguns aspectos. Alguns leitores destacaram o impacto emocional da história, com reviravoltas intensas e um final surpreendente, enquanto outros mencionaram que a protagonista não foi tão cativante. A ambientação da cidade pequena, os temas de violência e os traumas familiares foram pontos destacados, mas houve críticas em relação ao desenvolvimento da trama e a falta de originalidade em alguns aspectos. No geral, as opiniões variaram entre aqueles que consideraram o livro envolvente e perturbador, e aqueles que acharam a narrativa arrastada e com pontos fracos.",Mediano,https://img.skoob.com.br/6RcNQTreSVXGn9Pxr47egEUEul4=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/21788/OBJETOS_CORTANTES__141997120521788SK1419971205B.jpg
22132,Battle Royale,Koushun Takami,2014,664,Alt,Ficção,4.5,20201,4884,54027,55,1174,3130,18%,82%,"O livro ""Battle Royale"" recebeu avaliações mistas, com alguns leitores elogiando a história empolgante, as críticas ao totalitarismo e a narrativa fluida, enquanto outros apontaram problemas como o excesso de detalhes, a lentidão em alguns trechos e o final previsível. As descrições brutais das cenas de violência, a complexidade dos personagens e a reflexão sobre os limites da humanidade em situações extremas foram aspectos destacados pelos leitores, que se emocionaram com a trama intensa e os desdobramentos surpreendentes. Mesmo com opiniões divergentes, o consenso geral foi de que o livro é envolvente, impactante e digno de recomendação para os fãs de distopias e narrativas intensas.",Bom,https://img.skoob.com.br/0fLUAVP4-pbhEk16eHG7vzdp-KE=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/22132/BATTLE_ROYALE_170320326722132SK-V11703203366B.jpg
23539,Manifesto do Partido Comunista,Karl Marx,2001,132,L&PM Pocket,Política,4.1,31323,2690,12357,125,505,1362,39%,61%,"O livro ""Manifesto do Partido Comunista"" recebeu avaliações variadas, desde elogios à clareza e importância do texto até críticas à dificuldade de compreensão e interpretação. Alguns leitores destacaram a relevância histórica e atemporal da obra, enquanto outros ressaltaram a complexidade das ideias apresentadas. A diversidade de opiniões reflete a polarização em torno do tema e a necessidade de um debate informado e fundamentado sobre o comunismo e suas implicações na sociedade.",Bom,https://img.skoob.com.br/J_TkcKQZXMLIUnKETheTHGC9SVg=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/23539/MANIFESTO_DO_PARTIDO_COMUNISTA_146205408023539SK1462054080B.jpg
23823,Eu sei por que o pássaro canta na gaiola,Maya Angelou,2018,336,Astral Cultural,Biografia,4.5,9730,810,10203,8,202,1150,12%,88%,"O livro ""Eu sei por que o pássaro canta na gaiola"" de Maya Angelou é descrito como uma leitura intensa e impactante, que retrata a vida de uma mulher negra enfrentando adversidades, preconceitos e violências desde a infância até a adolescência. Os leitores se identificam com a história de Marguerite, se emocionam com sua jornada de superação e refletem sobre questões de racismo, abuso e desigualdade social, destacando a importância da obra e a força da autora em compartilhar sua história de vida de forma poética e tocante.",Bom,https://img.skoob.com.br/7FsogEduA0L11K42qwyvE1iiEMo=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/23823/EU_SEI_POR_QUE_O_PASSARO_CANTA_155874609623823SK1558746099B.jpg
25835,O Mar de Monstros,Rick Riordan,2009,304,Intrínseca,Fantasia,4.2,389071,6597,57615,792,1630,10328,23%,77%,"O livro ""Percy Jackson e o Mar de Monstros"" recebeu avaliações mistas, com alguns leitores elogiando o desenvolvimento da trama e a adição de novos elementos, como o personagem Tyson, enquanto outros apontaram a falta de profundidade em certas partes da história. A ambientação e as interações entre os personagens foram destacadas como pontos positivos, gerando expectativas para os próximos livros da série. Alguns leitores expressaram sua conexão emocional com a narrativa, ressaltando a habilidade do autor em manter o interesse do leitor ao longo da história.",Bom,https://img.skoob.com.br/2WDZkgpQo5tWWU1lcww2S3EvT_4=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/25835/O_MAR_DE_MONSTROS_1374856845B.jpg
25963,O Beijo das Sombras,Richelle Mead,2010,320,Nova Fronteira,Fantasia,4.2,32187,645,10029,83,466,1146,6%,94%,"O livro ""Academia de Vampiros"" recebeu avaliações mistas, com alguns leitores elogiando a trama envolvente, a amizade entre Rose e Liss, o romance entre Dimitri e Rose, e a construção do mundo dos Morois, enquanto outros apontaram repetições na narrativa, falta de profundidade em alguns personagens e desenvolvimento rápido do romance. No entanto, a maioria dos leitores destacou a escrita envolvente da autora Richelle Mead, a relação cativante entre os personagens principais e a curiosidade para continuar a série, mesmo reconhecendo algumas falhas na história.",Bom,https://img.skoob.com.br/YScFsj86OIQrCIFEsUoS4VC_t3A=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/25963/O_BEIJO_DAS_SOMBRAS_163045439025963SK-V11630454432B.jpg
27929,Marcada,Kristin Cast,2009,327,Novo Século,Fantasia,3.7,62325,722,7323,103,1291,1152,7%,93%,"As avaliações sobre o livro ""Marcada"" são variadas, com opiniões que vão desde elogios à história recheada de emoções e mistérios até críticas sobre a falta de originalidade e diálogos fracos. Alguns leitores apreciaram a narrativa envolvente e a ambientação do universo vampírico, enquanto outros consideraram a protagonista irritante e os personagens estereotipados. Há quem destaque a rapidez da leitura e a nostalgia ao reler a série, enquanto outros apontam problemas na construção dos personagens e na trama previsível. Em resumo, o livro dividiu opiniões, sendo mais apreciado por leitores mais jovens e fãs do gênero de vampiros, mas recebendo críticas por sua escrita e desenvolvimento de personagens.",Mediano,https://img.skoob.com.br/f5hrT3GXrjprBKPoXr-zADvK_js=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/27929/MARCADA_1269121932B.jpg
30430,Confie em Mim,Harlan Coben,2009,320,Arqueiro,Suspense,4.2,24890,651,11547,19,313,1115,16%,84%,"O livro ""Confie em Mim"" de Harlan Coben é descrito como eletrizante e envolvente, trazendo questionamentos sobre até onde os pais devem ir para proteger seus filhos e quais segredos devem ser guardados. Com uma trama cheia de mistérios, reviravoltas e personagens interligados, a obra é elogiada por sua escrita fluida e por não deixar pontas soltas. Apesar de algumas críticas em relação à quantidade de personagens e ao final corrido, a maioria dos leitores destaca a habilidade do autor em criar uma narrativa complexa e cativante, que prende a atenção do leitor do início ao fim.",Bom,https://img.skoob.com.br/3A_MCMsKTw5g72HGw7kFKH3UTSA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/30430/CONFIE_EM_MIM_150193878930430SK1501938789B.jpg
30568,O Despertar,L. J. Smith,2009,240,Galera Record,Romance,3.4,111884,1175,9821,108,1892,1245,11%,89%,"As avaliações sobre o livro ""Diários do Vampiro - O Despertar"" apresentam opiniões divergentes, com críticas que vão desde a falta de desenvolvimento dos personagens e da trama, a personalidades insuportáveis e relacionamentos superficiais, até comparações com a série de TV e decepções em relação às diferenças entre ambos. Alguns leitores destacam a nostalgia e a conexão emocional com a história, enquanto outros apontam a falta de empatia com os protagonistas e a escrita superficial. No geral, as opiniões variam entre os que consideram o livro entediante e os que o defendem como uma leitura leve e envolvente, despertando a curiosidade para os próximos volumes da saga.",Ruim,https://img.skoob.com.br/h4MGCQRj3iS7Af7rCBXaC3OzA9Q=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/30568/DIARIOS_DO_VAMPIRO_1246827726B.jpg
